YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_1,total_volume_area_2,total_volume_area_3,total_volume_area_4,total_volume_area_9,total_volume_area_10,total_volume_area_11,total_volume_area_12,total_volume_area_13,total_volume_area_14
2022-09,4,66,3,7,1,15,16,8,0,5,3,3,14,36,8,47,126,16,0,2,3,0,2,8,3,21,1,19,5,83,10,9,20,13,15,0,1,3,5,9,39,2,11,28,18,13,20,52,1,4,67,46,4,178,4,34,,,,1127.0,,,,,,
2022-10,4,33,7,15,1,12,12,4,2,2,1,0,0,26,3,32,109,13,3,9,10,4,3,2,0,35,1,10,2,64,6,3,9,8,18,2,1,4,4,6,37,3,10,16,14,16,21,52,4,3,16,5,2,5,2,36,,,,718.0,,,,,,
2022-11,4,21,10,11,0,8,12,9,2,3,1,3,0,11,3,17,133,4,2,6,6,3,6,0,1,11,8,8,1,43,1,5,7,11,5,0,5,8,4,31,79,7,9,38,28,9,19,25,1,3,20,3,1,1,0,99,,,,762.0,,,,,,
2022-12,4,40,7,4,1,7,7,2,0,11,2,1,0,3,6,21,114,4,0,9,8,1,4,1,0,99,0,1,5,31,2,7,4,10,6,0,1,8,8,10,35,1,34,11,9,12,8,10,0,3,12,12,0,3,0,33,,,,628.0,,,,,,
2023-01,4,64,8,12,0,12,13,3,5,8,0,3,3,7,3,16,90,4,1,4,5,2,1,6,1,90,3,2,4,37,5,6,8,11,13,0,2,7,1,14,63,4,9,9,6,12,23,0,1,2,8,6,1,3,0,6,,,,627.0,,,,,,
2023-02,4,42,8,10,1,19,20,5,1,9,0,1,7,8,4,25,66,14,1,4,11,3,14,21,1,124,0,2,4,41,5,12,21,6,9,1,0,1,1,6,69,0,13,5,6,6,8,9,1,3,10,39,0,5,0,1,,,,703.0,,,,,,
2023-03,4,51,10,17,2,13,17,4,3,3,0,1,2,4,7,34,59,11,1,7,6,0,31,1,4,181,1,3,1,41,9,6,15,7,8,0,2,7,5,9,35,4,9,4,4,9,9,11,1,0,6,20,0,4,0,11,,,,710.0,,,,,,
2023-04,4,38,4,6,0,7,11,1,0,5,2,2,3,12,10,20,105,13,0,5,12,2,32,1,1,64,1,9,1,58,6,2,7,1,9,0,0,1,4,14,59,9,24,14,6,17,16,48,1,4,12,6,0,1,4,34,,,,724.0,,,,,,
2023-05,4,37,3,10,2,11,6,2,1,13,0,0,1,13,14,34,92,7,2,3,6,0,12,3,1,41,6,10,3,92,15,7,2,4,12,0,0,4,3,9,35,3,19,18,7,14,30,68,5,4,34,2,2,4,8,62,,,,796.0,,,,,,
2023-06,4,32,8,14,1,22,24,4,1,2,0,1,1,42,16,38,71,7,1,2,7,0,34,2,2,29,0,9,0,107,9,7,7,7,5,0,0,1,8,5,23,1,11,48,27,20,29,109,4,2,29,12,0,1,5,63,,,,910.0,,,,,,
2023-07,4,36,1,19,2,23,16,0,1,10,0,2,2,23,12,41,72,4,1,2,7,0,5,4,0,63,2,8,0,118,12,14,14,13,7,0,0,7,2,7,43,7,11,72,75,29,41,64,9,4,24,40,0,18,2,69,,,,1058.0,,,,,,
2023-08,4,52,18,16,1,17,17,4,3,27,3,0,1,25,7,54,82,14,3,2,7,16,7,6,2,97,2,18,0,114,11,11,9,5,17,2,4,3,4,1,67,2,12,52,34,18,36,64,3,7,16,13,2,1,13,59,,,,1081.0,,,,,,
2023-09,4,55,4,12,1,12,18,0,5,21,1,2,3,23,11,41,39,12,0,7,9,0,8,3,2,69,5,15,3,77,12,8,11,11,28,0,0,5,8,7,36,3,27,24,25,9,34,34,1,6,16,13,3,1,8,42,,,,830.0,,,,,,
2023-10,4,49,6,9,0,10,8,0,2,9,1,1,2,23,7,40,63,5,2,3,8,8,2,3,6,30,6,8,2,56,5,4,3,13,12,2,4,4,8,4,56,7,30,44,21,7,26,44,1,8,7,8,2,1,1,46,,,,737.0,,,,,,
2023-11,4,43,5,7,1,9,11,5,2,3,1,3,1,22,16,28,91,10,3,12,5,4,7,1,1,71,13,8,2,57,5,6,10,7,13,0,2,0,4,10,66,8,38,14,6,4,14,87,0,0,23,5,0,3,0,138,,,,905.0,,,,,,
2023-12,4,54,0,7,2,5,7,1,0,16,1,5,4,11,9,28,42,5,3,6,6,3,4,0,1,49,6,3,5,37,5,2,9,4,12,0,0,1,5,19,26,0,9,14,6,8,6,13,1,0,25,18,0,1,0,28,,,,532.0,,,,,,
2024-01,4,31,6,10,0,16,17,10,2,19,2,1,3,12,4,34,53,7,3,14,3,10,5,0,2,119,6,5,2,33,7,2,9,11,23,0,0,3,7,6,34,8,46,2,14,5,6,0,2,5,14,41,0,2,0,8,,,,684.0,,,,,,
2024-02,4,51,6,23,1,9,17,12,3,17,0,1,5,16,3,32,55,12,1,6,8,1,4,0,3,175,1,3,0,52,6,9,6,7,18,0,1,0,4,5,33,3,29,7,4,8,11,0,0,4,17,3,1,2,0,18,,,,713.0,,,,,,
2024-03,4,48,6,14,3,14,9,4,0,3,1,1,4,23,4,30,128,18,2,4,9,0,7,1,0,137,3,10,5,46,3,8,16,4,20,0,0,21,4,6,38,2,21,17,16,6,21,3,1,1,65,29,0,3,0,39,,,,878.0,,,,,,
2024-04,4,62,9,12,0,22,10,5,5,8,1,0,0,12,7,40,97,7,2,3,6,0,3,0,1,106,0,8,4,63,10,8,10,9,29,0,0,2,3,8,56,3,16,24,18,28,26,7,6,4,54,26,0,1,1,51,,,,893.0,,,,,,
2024-05,4,52,9,21,3,23,16,3,6,4,1,3,0,21,20,39,66,14,5,10,10,1,9,4,4,59,5,22,1,73,11,5,18,16,36,0,3,5,4,5,37,2,32,72,84,54,47,76,2,4,8,26,2,2,8,98,,,,1161.0,,,,,,
2024-06,4,59,7,12,1,24,17,1,2,23,0,2,1,22,13,36,100,7,5,13,4,6,4,9,4,42,13,12,2,106,14,8,11,9,21,1,3,3,2,6,47,1,22,69,66,20,46,9,4,5,19,26,1,5,5,70,,,,1040.0,,,,,,
2024-07,4,79,2,17,2,17,12,1,1,7,0,1,1,18,7,31,120,9,1,6,6,16,1,8,0,59,2,17,3,130,15,5,29,38,36,0,2,4,3,8,40,7,26,112,61,32,51,5,1,1,21,21,0,6,8,85,,,,1191.0,,,,,,
2024-08,4,53,8,29,1,24,13,3,5,15,3,5,0,30,11,36,166,15,1,5,9,10,2,7,1,17,5,15,5,99,17,13,17,14,10,0,0,9,1,5,41,1,29,48,46,26,33,3,2,3,16,18,2,1,8,62,,,,1018.0,,,,,,
2024-09,4,51,6,10,0,11,23,4,4,18,0,0,1,37,15,51,86,5,2,5,3,3,8,1,5,39,1,22,5,86,12,10,9,18,24,0,5,4,1,10,53,12,35,39,38,16,29,6,1,7,23,11,1,2,1,54,,,,923.0,,,,,,
2024-10,4,59,5,6,0,19,24,12,0,11,1,3,4,28,13,44,64,7,5,6,1,4,7,3,2,18,6,5,5,91,7,9,8,7,20,1,0,1,5,3,9,1,52,43,46,9,25,8,1,5,38,9,0,1,9,66,,,,836.0,,,,,,
2024-11,4,47,7,5,0,14,38,3,2,12,1,2,2,17,8,21,64,5,0,6,7,0,8,3,2,26,6,7,0,55,8,7,9,5,8,0,0,0,6,8,35,4,29,16,22,9,13,62,2,3,14,9,0,3,0,120,,,,760.0,,,,,,
2024-12,4,37,1,1,0,15,23,6,5,14,0,0,5,9,14,20,113,10,1,7,4,10,6,3,1,15,6,6,10,34,6,1,4,4,11,2,3,2,1,3,40,9,27,12,14,7,6,20,1,4,11,6,0,3,0,58,,,,631.0,,,,,,
2025-01,4,48,4,7,1,18,18,6,1,8,0,2,1,8,10,28,72,1,1,7,4,9,2,4,2,52,10,2,0,38,6,0,7,5,12,2,0,3,2,2,45,1,40,6,5,8,2,6,0,1,30,41,1,7,0,3,,,,599.0,,,,,,
2025-02,4,46,1,7,0,11,13,4,1,8,0,3,3,8,4,25,85,2,0,3,0,2,5,1,2,60,6,8,2,26,5,2,5,3,11,1,2,2,7,4,40,3,27,5,6,3,12,121,0,2,12,4,0,1,0,2,,,,616.0,,,,,,
2025-03,4,59,7,14,1,23,10,5,3,9,1,2,4,16,7,41,87,13,0,3,9,5,1,0,2,153,3,5,3,39,11,13,2,13,41,3,3,7,5,5,10,4,23,19,18,7,11,182,0,0,11,13,0,1,0,29,,,,956.0,,,,,,
2025-04,4,57,2,18,3,24,12,0,1,11,0,2,2,9,7,49,85,5,1,6,7,6,2,1,4,64,2,7,3,74,7,6,5,7,25,0,1,3,2,4,32,9,45,13,22,6,12,137,0,8,11,19,0,2,0,68,,,,908.0,,,,,,
2025-05,4,55,1,25,0,21,21,1,7,4,0,1,2,23,4,48,109,15,1,6,8,1,8,2,2,51,4,8,4,69,17,2,12,12,14,3,2,12,8,7,15,8,39,89,116,28,41,21,1,4,8,20,0,1,4,100,,,,1085.0,,,,,,
2025-06,4,38,6,16,2,22,27,4,5,17,1,1,0,25,14,44,111,8,4,19,8,1,4,4,3,40,8,10,2,90,16,4,9,12,11,1,1,1,2,15,11,5,44,47,74,18,40,61,1,4,13,12,0,0,9,87,,,,1032.0,,,,,,
2025-07,4,59,2,11,0,24,25,7,4,16,3,2,0,38,12,54,106,12,2,9,1,3,1,0,2,30,6,13,4,103,29,12,10,12,8,1,3,2,3,2,36,5,26,61,68,48,48,70,2,5,35,24,1,5,18,64,,,,1147.0,,,,,,
2025-08,4,44,5,8,4,24,24,14,4,12,1,1,4,36,10,45,91,9,1,4,4,4,4,3,0,37,7,11,3,129,21,13,18,5,19,0,1,8,3,6,17,6,40,42,39,41,54,67,2,3,98,44,0,15,20,80,,,,1205.0,,,,,,
2025-09,4,80,2,13,0,14,21,5,1,10,4,0,4,42,23,47,109,4,2,6,9,6,2,7,1,26,5,13,6,115,26,5,6,15,14,2,2,4,1,8,37,8,22,39,43,7,35,42,1,5,63,16,4,2,8,59,,,,1051.0,,,,,,
2025-10,4,45,5,11,0,15,10,3,0,9,1,3,9,28,10,57,133,5,0,8,5,4,10,3,2,19,5,7,3,76,14,4,4,7,22,2,2,7,4,7,13,2,36,23,29,5,16,43,1,7,44,19,1,2,0,47,,,,847.0,,,,,,
2025-11,4,61,1,12,0,18,9,6,2,7,1,0,4,11,7,16,161,6,0,5,12,0,4,1,2,18,2,3,2,62,2,1,0,10,6,1,0,3,2,17,20,10,17,23,18,8,14,57,2,2,22,1,0,1,0,162,,,,832.0,,,,,,
2025-12,4,50,3,2,0,17,14,3,1,16,1,3,2,12,7,21,105,8,0,17,6,2,5,0,0,26,11,2,4,40,9,2,1,5,8,0,0,12,5,3,39,5,23,11,11,0,3,77,1,2,27,16,2,0,0,22,,,,662.0,,,,,,
2019-01,9,1,7,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,72,1,0,0,0,0,0,6,0,0,0,0,2,10,7,0,0,75,0,0,0,0,0,,,,,197.0,,,,,
2019-02,9,4,10,0,0,8,1,2,1,1,0,2,0,0,0,14,0,1,0,0,1,2,1,0,0,71,0,0,2,0,1,6,2,4,3,1,0,0,0,0,16,0,0,0,3,2,8,5,0,0,58,0,1,0,0,0,,,,,231.0,,,,,
2019-03,9,4,17,14,0,12,2,1,0,13,0,0,0,2,0,22,1,4,0,1,1,2,0,0,0,202,4,1,1,0,1,12,22,4,9,0,0,6,1,1,83,0,5,6,5,19,12,20,0,1,72,7,3,1,0,2,,,,,596.0,,,,,
2019-04,9,2,14,9,0,8,4,0,0,0,0,0,0,2,0,18,1,3,0,1,2,0,0,0,0,39,2,0,0,2,3,15,31,12,8,0,0,2,1,1,24,2,3,19,20,13,14,40,1,0,24,12,0,4,0,6,,,,,362.0,,,,,
2019-05,9,9,12,12,0,9,7,1,0,2,0,0,0,3,0,22,1,4,0,1,2,0,2,0,0,61,0,2,0,5,2,10,17,8,5,0,0,3,1,0,15,3,3,20,10,9,18,30,4,1,16,14,0,5,0,5,,,,,354.0,,,,,
2019-06,9,7,14,7,0,5,4,0,1,7,0,0,0,3,0,27,1,6,1,4,0,0,1,0,0,130,0,2,1,4,4,13,8,8,19,0,0,0,1,0,53,0,1,18,3,8,37,29,0,0,7,3,2,1,1,3,,,,,444.0,,,,,
2019-07,9,10,12,15,1,9,8,0,0,1,0,0,0,2,0,16,1,3,2,2,2,0,3,0,0,46,6,4,0,9,4,14,9,4,14,0,0,1,0,1,61,1,7,33,9,3,16,32,1,2,93,0,0,1,1,3,,,,,462.0,,,,,
2019-08,9,8,11,12,1,4,3,3,0,5,1,0,2,3,1,26,0,13,0,0,1,0,0,0,0,42,9,2,1,8,3,14,16,6,3,0,0,1,3,0,19,4,8,9,7,16,16,32,0,2,112,8,2,2,1,7,,,,,447.0,,,,,
2019-09,9,6,9,12,0,6,3,1,0,9,0,0,1,10,1,9,0,9,1,6,3,5,0,16,0,51,5,3,0,6,2,12,3,4,5,0,0,4,1,0,47,1,2,17,23,10,26,40,2,3,84,4,5,0,1,2,,,,,470.0,,,,,
2019-10,9,5,24,12,0,11,1,3,0,9,0,0,8,5,0,18,0,6,1,2,4,1,3,0,0,27,2,14,0,5,3,9,3,3,22,0,0,11,6,1,46,0,9,17,27,4,28,35,0,0,26,4,1,3,2,2,,,,,423.0,,,,,
2019-11,9,9,17,1,1,4,2,1,0,8,0,0,0,2,0,7,0,0,0,4,3,5,2,2,0,34,3,2,0,5,0,7,8,1,23,0,0,5,0,1,42,3,2,10,7,4,15,20,0,0,7,1,0,0,0,7,,,,,275.0,,,,,
2019-12,9,5,7,5,0,8,9,1,0,13,0,1,2,2,0,11,0,0,0,1,1,3,0,0,1,23,4,2,0,0,2,3,0,3,11,0,0,5,1,0,16,1,1,0,5,1,5,9,0,0,9,5,0,0,0,4,,,,,180.0,,,,,
2020-01,9,2,9,3,1,18,8,1,0,3,0,0,4,2,1,15,2,3,1,1,0,0,0,0,0,26,1,4,1,0,2,5,3,4,12,0,0,0,1,0,15,2,3,7,3,1,5,0,1,1,7,2,1,1,0,1,,,,,183.0,,,,,
2020-02,9,4,16,5,0,9,2,3,0,6,0,0,2,6,0,9,0,1,0,0,1,0,1,1,1,47,1,4,0,3,2,5,1,0,5,0,0,0,1,0,23,1,3,4,3,11,6,8,0,0,1,0,0,0,0,0,,,,,196.0,,,,,
2020-03,9,4,6,4,0,8,2,0,1,7,0,1,0,2,0,9,10,1,0,1,5,3,0,1,0,88,2,3,1,2,1,7,0,3,2,0,0,1,0,0,35,4,15,4,9,6,13,4,0,1,3,2,1,1,0,1,,,,,274.0,,,,,
2020-04,9,3,19,21,0,15,4,1,14,7,3,0,0,3,1,22,1,1,0,1,2,5,0,0,0,21,5,0,1,4,0,0,5,3,1,0,0,2,3,0,15,1,14,13,4,9,21,16,3,0,2,3,1,3,0,5,,,,,278.0,,,,,
2020-05,9,8,3,6,2,15,2,1,8,2,1,1,0,3,0,34,0,5,0,8,0,1,9,0,0,35,12,5,0,4,1,14,23,7,12,0,0,1,2,0,23,2,65,17,4,10,26,17,1,1,4,29,2,87,1,8,,,,,522.0,,,,,
2020-06,9,9,9,3,0,12,1,0,2,14,0,0,0,5,2,31,1,4,0,3,1,0,2,1,0,21,10,3,2,13,2,10,5,8,28,0,0,0,1,3,19,0,8,31,19,7,24,55,0,1,1,8,0,0,0,7,,,,,386.0,,,,,
2020-07,9,16,13,3,0,23,4,1,15,6,1,0,0,11,0,39,1,6,0,0,4,1,0,2,0,19,5,3,1,7,2,14,3,2,2,0,0,0,0,0,24,5,0,15,13,17,22,28,0,1,2,3,2,0,1,10,,,,,347.0,,,,,
2020-08,9,2,9,0,1,10,6,0,4,2,0,0,0,5,0,27,1,2,0,2,3,0,1,0,0,14,5,2,1,6,1,12,2,5,9,0,0,1,1,0,13,1,8,32,21,5,25,37,1,2,4,2,3,1,0,5,,,,,294.0,,,,,
2020-09,9,3,5,8,0,4,7,1,3,3,0,0,1,3,1,26,0,3,2,0,5,0,1,7,0,32,5,2,1,3,1,5,2,2,4,0,0,0,1,0,4,4,0,16,8,6,14,19,0,2,6,1,12,1,0,1,,,,,235.0,,,,,
2020-10,9,3,12,1,0,14,4,2,1,4,0,0,1,6,0,22,3,1,0,1,6,2,3,1,0,6,1,5,0,4,0,7,3,2,2,0,0,3,2,0,6,1,3,10,8,5,14,19,0,0,4,1,0,0,0,5,,,,,198.0,,,,,
2020-11,9,4,10,0,0,10,6,0,14,13,0,0,0,1,0,33,0,1,0,2,2,0,15,2,0,10,1,3,0,1,1,3,4,2,4,0,0,1,2,4,8,1,1,9,11,2,7,9,1,0,2,4,1,1,0,14,,,,,220.0,,,,,
2020-12,9,6,11,1,0,15,4,0,9,5,0,0,0,2,0,12,1,3,0,0,2,2,1,1,1,17,3,1,2,1,1,3,10,1,4,0,0,1,2,0,16,2,3,3,5,1,9,5,0,0,8,2,0,1,0,2,,,,,179.0,,,,,
2021-01,9,5,5,2,0,10,3,0,2,7,0,0,0,3,1,16,0,2,1,1,3,1,0,0,0,30,2,0,2,0,2,1,4,0,3,0,0,2,0,0,6,1,0,2,0,0,7,4,0,0,2,0,1,0,0,1,,,,,132.0,,,,,
2021-02,9,5,1,1,2,7,1,0,1,8,0,0,0,0,0,16,0,1,0,12,2,4,0,11,0,7,16,0,0,0,1,1,0,0,2,0,1,6,0,0,29,1,11,0,0,2,1,2,0,1,2,2,1,1,0,0,,,,,159.0,,,,,
2021-03,9,6,8,12,2,16,2,0,4,12,0,0,0,5,3,25,0,2,0,4,1,0,2,0,0,78,15,4,2,6,1,12,0,5,11,0,0,6,1,1,93,3,13,12,7,4,15,7,1,1,1,2,0,2,0,2,,,,,409.0,,,,,
2021-04,9,6,15,5,0,14,3,0,1,9,0,0,0,2,0,21,4,2,1,1,16,1,1,0,0,27,0,0,4,6,0,10,2,4,11,0,0,1,1,0,27,6,2,8,9,7,12,12,0,0,6,0,0,0,0,6,,,,,263.0,,,,,
2021-05,9,9,6,5,0,10,1,0,1,4,1,0,0,5,1,21,3,5,3,2,2,0,3,0,0,9,0,3,0,5,3,9,4,6,3,1,0,0,1,1,12,1,4,11,13,11,18,12,0,0,2,2,1,1,1,10,,,,,226.0,,,,,
2021-06,9,7,5,2,1,19,6,0,0,12,3,0,0,1,0,22,0,2,5,6,2,1,3,0,0,59,18,1,1,7,0,20,4,2,5,0,0,0,1,0,20,2,16,21,6,10,31,31,0,1,6,4,0,2,1,11,,,,,377.0,,,,,
2021-07,9,7,4,4,1,49,2,1,0,9,1,0,0,6,1,24,2,3,8,2,2,0,1,1,0,21,7,1,0,24,2,4,6,4,8,0,0,0,1,1,34,3,6,20,27,3,24,26,0,2,52,3,0,1,0,4,,,,,412.0,,,,,
2021-08,9,10,1,4,0,12,3,1,0,5,0,0,0,5,2,28,0,1,2,3,4,0,1,1,0,21,6,2,0,19,3,1,4,2,23,1,0,1,0,2,25,3,7,38,23,7,23,27,1,0,27,2,2,1,1,5,,,,,360.0,,,,,
2021-09,9,6,2,5,1,8,5,0,3,5,0,2,1,8,0,21,0,3,3,0,0,1,4,0,0,25,9,3,1,27,2,4,9,31,5,0,1,1,0,0,10,2,11,13,3,4,19,26,0,1,5,3,0,1,0,4,,,,,298.0,,,,,
2021-10,9,3,4,7,0,11,4,0,2,5,0,0,0,4,0,25,0,4,1,0,1,1,0,0,0,29,9,2,0,13,1,3,16,61,2,0,0,0,1,0,44,1,8,21,13,4,19,23,2,1,4,5,1,4,0,0,,,,,359.0,,,,,
2021-11,9,4,1,2,1,9,1,0,0,3,0,0,0,6,1,24,0,0,2,3,0,1,2,0,0,47,5,2,1,7,1,0,5,34,3,0,0,1,1,0,35,0,9,8,5,1,9,18,1,4,2,0,0,0,0,5,,,,,264.0,,,,,
2021-12,9,11,6,1,0,8,0,0,4,22,0,0,0,3,1,17,1,1,0,4,3,0,0,0,0,25,4,0,0,8,1,1,1,33,4,0,0,5,1,0,9,1,4,9,12,2,10,7,2,0,4,2,1,1,0,2,,,,,231.0,,,,,
2022-01,9,9,3,0,0,7,2,0,2,15,0,0,0,2,0,14,1,2,1,1,4,1,0,0,0,9,12,0,2,3,0,0,2,8,8,0,0,2,0,0,13,1,3,2,1,3,6,2,0,0,7,3,1,0,0,0,,,,,152.0,,,,,
2022-02,9,4,10,3,1,3,2,0,2,9,0,0,0,0,0,8,2,1,0,1,0,0,0,8,0,36,4,6,1,4,0,1,3,3,6,0,0,2,0,0,35,1,3,1,3,4,8,0,0,0,2,2,1,2,0,0,,,,,182.0,,,,,
2022-03,9,8,2,18,0,9,3,0,0,2,0,0,0,2,0,11,1,1,0,0,0,0,2,0,0,99,2,0,0,13,0,8,2,7,2,0,0,1,0,0,32,1,1,11,4,6,22,0,3,0,3,0,0,0,0,1,,,,,277.0,,,,,
2022-04,9,6,4,18,1,9,4,1,2,2,1,0,0,7,0,22,0,3,0,0,2,0,1,0,0,127,2,1,1,10,0,3,3,7,2,0,0,2,0,1,27,0,2,10,7,21,13,14,2,0,5,5,0,1,0,2,,,,,351.0,,,,,
2022-05,9,7,1,18,0,11,2,0,0,10,0,0,1,6,0,14,1,1,0,0,5,1,3,3,0,86,5,2,0,15,1,10,13,10,4,0,0,0,1,1,18,2,11,6,9,28,22,24,2,1,2,4,1,2,2,4,,,,,370.0,,,,,
2022-06,9,2,2,8,0,13,4,1,1,6,0,0,0,5,2,27,4,4,1,0,4,2,1,0,0,26,13,4,0,6,2,13,2,10,1,0,0,3,1,0,32,0,7,19,17,10,22,27,2,0,3,3,0,1,1,7,,,,,319.0,,,,,
2022-07,9,6,2,2,0,11,12,0,1,3,0,0,0,3,2,24,1,2,0,2,3,0,1,0,0,15,4,1,1,13,2,2,2,4,4,0,0,0,0,0,62,0,5,45,41,12,19,26,0,0,2,2,1,5,2,3,,,,,348.0,,,,,
2022-08,9,7,5,4,1,10,9,0,4,12,1,0,1,6,2,30,5,6,2,0,2,0,1,0,0,4,1,2,1,28,4,6,1,3,3,2,2,4,0,1,33,3,3,65,42,13,25,35,1,0,2,5,0,1,0,5,,,,,403.0,,,,,
2022-09,9,6,2,5,0,8,6,1,1,9,0,0,2,4,1,24,1,1,2,2,3,0,0,2,1,21,3,0,1,22,1,6,3,3,1,0,0,1,2,0,45,3,5,17,10,14,17,34,0,0,8,4,5,0,1,3,,,,,311.0,,,,,
2022-10,9,2,2,3,0,11,2,0,2,13,0,0,0,6,0,22,5,1,1,3,3,0,0,0,0,10,2,0,0,26,1,7,3,4,0,0,0,2,0,0,12,5,2,16,7,13,9,16,0,0,3,1,0,0,0,4,,,,,219.0,,,,,
2022-11,9,2,6,1,0,10,2,0,0,7,0,0,0,6,0,17,2,1,1,1,0,0,0,1,0,30,1,2,1,17,1,2,5,4,1,0,0,1,0,1,54,3,12,14,14,5,9,8,1,1,3,0,0,0,2,10,,,,,259.0,,,,,
2022-12,9,9,2,4,0,13,0,0,2,8,0,0,0,1,0,10,7,1,1,2,2,2,0,3,1,11,3,0,1,8,1,0,1,1,1,0,0,0,0,0,10,1,3,1,3,5,4,5,0,0,2,4,1,0,0,2,,,,,136.0,,,,,
2023-01,9,10,5,2,1,21,1,0,0,14,0,0,0,3,0,17,0,2,1,2,1,1,1,0,0,14,4,1,0,9,0,6,2,8,0,0,0,1,1,0,28,3,2,2,7,16,5,0,0,0,2,2,0,1,0,0,,,,,196.0,,,,,
2023-02,9,9,8,6,1,26,3,0,1,4,0,0,0,5,0,9,3,0,0,2,2,0,0,0,0,59,2,3,0,13,0,2,6,3,6,0,0,0,0,1,20,1,14,5,2,2,4,8,0,1,2,3,0,3,0,0,,,,,239.0,,,,,
2023-03,9,8,11,8,2,17,0,0,0,3,0,0,0,4,0,21,0,0,2,1,1,0,0,0,0,83,4,0,0,25,0,6,7,8,2,0,2,0,0,2,17,2,6,1,2,11,5,0,0,0,1,1,0,2,0,0,,,,,265.0,,,,,
2023-04,9,4,8,9,1,10,3,0,0,3,0,0,0,2,0,13,1,4,1,0,0,0,0,0,0,35,1,3,0,17,0,2,5,4,3,0,0,4,1,2,13,4,19,8,5,18,24,6,0,1,4,1,0,0,0,4,,,,,243.0,,,,,
2023-05,9,8,12,12,2,13,1,0,2,3,1,0,0,3,0,28,1,0,0,5,2,0,2,0,0,20,1,5,0,29,3,2,7,4,2,0,0,2,2,0,10,1,7,14,1,11,21,6,0,1,6,1,0,1,1,8,,,,,261.0,,,,,
2023-06,9,7,6,4,0,11,7,0,0,6,1,0,0,6,1,23,4,3,1,1,4,0,1,0,0,17,1,1,0,63,2,2,6,6,0,0,0,0,1,1,9,1,11,14,10,31,37,6,0,0,5,7,0,1,0,1,,,,,319.0,,,,,
2023-07,9,4,3,3,2,10,4,0,2,3,0,0,0,14,0,29,5,1,0,5,0,0,1,0,0,28,4,2,1,43,1,16,10,5,4,0,1,2,3,1,14,3,34,33,21,18,27,0,0,2,10,8,1,3,0,5,,,,,386.0,,,,,
2023-08,9,8,8,2,0,18,1,0,2,11,0,0,0,6,1,31,2,2,0,6,0,1,1,0,0,36,1,2,0,50,2,6,2,4,3,0,1,11,1,2,12,1,5,11,11,11,25,1,0,2,6,4,3,2,2,1,,,,,318.0,,,,,
2023-09,9,5,9,9,0,10,3,0,1,4,1,0,0,4,0,31,1,0,2,0,0,1,0,0,0,16,2,2,0,26,0,4,5,6,3,0,0,1,0,0,15,0,3,16,13,9,17,1,0,2,7,9,5,0,5,2,,,,,250.0,,,,,
2023-10,9,5,10,6,0,3,2,0,1,14,0,0,1,6,0,15,2,3,16,1,2,4,0,0,0,9,0,2,1,17,1,1,2,5,2,0,0,3,2,0,15,1,9,22,5,4,13,1,0,3,5,5,1,1,1,4,,,,,226.0,,,,,
2023-11,9,14,3,6,2,3,3,1,0,2,0,0,0,7,1,19,1,1,0,0,0,2,0,0,0,44,0,0,0,10,0,0,2,0,4,0,0,0,1,2,5,1,6,3,7,3,8,1,0,0,2,0,0,0,0,8,,,,,172.0,,,,,
2023-12,9,5,2,1,0,6,2,0,0,3,0,0,1,3,1,11,0,1,1,1,0,3,0,1,0,10,5,0,0,4,1,3,4,0,2,0,0,1,1,0,10,2,3,5,3,20,7,3,0,2,5,2,0,2,0,3,,,,,140.0,,,,,
2024-01,9,8,8,9,0,15,0,1,1,5,0,0,0,2,1,19,2,2,2,2,1,0,0,1,0,28,2,0,0,2,0,3,9,9,1,0,0,1,0,0,36,0,3,5,8,93,8,1,0,0,7,4,0,2,0,0,,,,,301.0,,,,,
