YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_23,total_volume_area_24,total_volume_area_26
2024-02,26,34,11,39,0,17,19,5,2,7,29,1,1,7,31,60,98,10,4,2,3,2,6,18,0,131,2,12,3,19,12,2,6,40,74,1,9,10,21,5,38,9,18,8,7,2,6,18,1,9,4,0,0,2,0,1,,,876.0
2024-03,26,19,0,8,1,10,24,10,4,6,26,2,0,10,19,62,18,8,5,3,4,4,7,2,3,34,2,2,1,26,8,2,7,15,47,1,9,8,7,5,12,3,14,14,7,2,8,0,29,6,2,5,2,3,0,0,,,536.0
2024-04,26,49,14,16,0,10,35,10,0,3,18,3,1,2,23,45,35,3,1,5,8,5,1,0,0,27,3,7,0,19,10,0,3,2,11,0,2,5,7,7,28,7,20,15,11,1,10,2,7,9,4,4,1,5,8,1,,,523.0
2024-05,26,51,1,3,1,16,22,9,3,4,18,0,0,11,18,46,42,1,1,4,1,2,3,5,3,19,1,3,1,14,13,3,4,1,9,0,2,3,10,3,6,3,17,19,23,2,7,12,17,6,2,6,0,3,43,5,,,522.0
2024-06,26,51,3,6,0,7,27,6,2,5,19,2,0,9,31,43,8,4,1,15,0,2,5,40,5,16,2,13,4,23,17,1,1,9,1,1,2,7,16,2,22,3,36,21,24,0,20,103,11,5,3,4,1,2,57,5,,,723.0
2024-07,26,39,1,8,0,22,32,12,3,5,72,0,0,13,29,62,42,4,2,19,0,3,2,27,4,30,7,14,3,23,26,5,9,44,50,3,8,5,6,56,22,7,9,83,81,0,20,1,8,2,1,4,0,1,53,4,,,986.0
2024-08,26,54,5,6,1,10,24,10,4,3,31,1,0,14,38,47,26,6,0,4,1,1,1,13,3,11,1,20,1,23,24,2,5,27,22,1,0,2,14,6,8,0,15,31,10,1,6,2,10,1,5,1,0,1,50,4,,,607.0
2024-09,26,39,8,8,1,11,18,4,4,7,15,0,0,8,49,34,29,1,0,1,4,3,0,1,3,17,3,7,0,27,12,2,6,9,10,0,1,2,19,5,21,3,12,19,5,3,14,7,11,8,5,2,1,3,21,1,,,504.0
2024-10,26,83,3,14,1,15,27,15,5,11,20,3,0,4,31,51,70,2,4,7,2,5,7,0,2,18,0,5,0,25,28,0,4,52,38,1,7,6,6,52,4,4,9,23,19,0,4,21,7,9,2,1,1,4,31,3,,,766.0
2024-11,26,27,17,12,0,11,12,6,2,5,2,0,0,4,22,44,29,3,1,13,2,4,8,0,4,12,2,2,0,12,10,0,2,29,9,0,2,1,7,30,23,2,4,7,2,0,8,38,5,10,4,1,0,1,0,1,,,452.0
2024-12,26,55,1,0,0,15,15,9,3,8,6,1,0,3,20,53,35,3,2,12,4,6,1,1,1,2,2,6,0,15,5,2,2,1,5,0,2,0,15,2,20,3,13,1,3,1,2,58,1,1,2,1,0,3,0,1,,,423.0
2025-01,26,36,7,1,0,16,13,19,2,12,7,2,0,4,13,41,28,2,4,6,1,17,0,1,3,14,3,1,1,9,11,0,2,3,5,0,0,0,3,1,14,6,36,6,0,0,1,45,4,1,3,1,0,0,0,1,,,406.0
2025-02,26,40,2,7,0,6,16,10,2,8,13,1,1,3,14,34,25,3,3,7,3,5,1,0,0,18,2,7,1,8,16,1,0,11,31,0,3,6,15,31,9,4,15,3,2,4,1,31,2,3,1,1,0,1,0,0,,,431.0
2025-03,26,47,5,6,1,18,22,10,1,5,55,4,1,12,28,55,37,6,1,12,1,1,1,0,2,36,2,6,1,16,56,3,3,25,34,1,4,6,11,53,27,3,43,16,3,0,6,49,7,7,5,4,0,1,0,1,,,760.0
2025-04,26,59,10,34,0,13,14,8,2,2,61,1,0,10,24,52,68,3,5,8,3,2,4,0,1,39,1,9,1,22,82,6,4,62,82,3,11,11,20,125,31,5,25,18,13,2,10,82,5,7,4,10,0,2,1,2,,,1079.0
2025-05,26,47,1,15,0,17,23,10,1,9,23,3,0,12,30,40,104,1,1,1,0,2,3,0,1,19,0,9,0,19,46,2,2,39,16,0,4,4,27,45,11,3,28,18,11,2,5,67,5,3,2,4,0,3,33,2,,,773.0
2025-06,26,38,6,4,0,9,16,9,3,7,28,2,0,22,18,53,29,5,3,14,4,6,4,36,3,31,0,17,0,17,9,0,3,0,2,1,3,3,10,3,21,0,10,17,14,3,14,63,11,9,2,9,0,3,44,2,,,640.0
2025-07,26,72,16,7,3,14,29,9,2,1,18,0,1,25,24,51,42,2,0,11,5,1,3,50,4,34,1,10,4,34,27,2,6,8,3,1,1,1,16,11,38,2,27,20,17,2,17,22,6,6,2,9,0,9,47,5,,,778.0
2025-08,26,72,4,7,1,10,29,12,2,4,15,0,0,13,25,47,15,3,1,8,7,0,4,21,3,12,1,16,0,34,24,3,2,0,3,0,2,0,20,3,32,1,22,15,11,0,10,14,8,8,6,7,0,7,39,6,,,609.0
2025-09,26,72,7,8,1,22,25,14,5,8,16,1,0,16,30,44,21,4,1,13,3,1,8,1,1,8,0,11,7,24,15,0,4,2,7,1,0,1,17,5,22,1,9,13,7,3,7,10,11,5,1,1,0,5,36,2,,,557.0
2025-10,26,80,15,3,1,16,18,11,5,0,22,2,0,22,43,52,53,6,0,10,7,2,15,0,5,11,4,8,1,21,11,2,4,4,3,2,0,3,23,2,29,11,32,42,8,2,5,60,11,7,9,0,0,2,5,2,,,712.0
2025-11,26,68,3,0,1,9,23,7,0,2,13,0,2,1,102,30,7,3,1,8,3,2,9,2,2,4,0,10,0,19,6,0,4,0,3,0,2,1,13,1,11,3,23,33,9,3,7,55,7,4,6,0,0,1,0,2,,,525.0
2025-12,26,49,1,0,1,9,25,6,1,4,1,2,0,3,37,32,15,0,0,9,2,1,6,0,5,5,3,8,2,8,14,1,0,1,4,0,1,2,21,1,46,3,19,2,3,0,4,15,8,9,8,2,0,2,0,1,,,402.0
2019-01,27,0,8,0,0,3,16,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,0,2,0,7,1,0,0,0,2,0,18,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,,,
2019-02,27,9,8,4,0,11,19,9,2,4,9,0,0,1,8,39,2,1,2,0,2,0,2,0,1,105,0,0,1,6,3,2,0,1,5,0,0,0,3,1,81,1,7,2,0,1,3,2,5,0,11,8,0,0,0,0,,,
2019-03,27,19,16,3,0,13,21,1,0,7,24,2,1,5,28,60,8,2,0,2,8,1,8,1,1,68,1,1,1,25,24,3,8,1,13,0,2,2,4,9,84,12,13,19,1,2,5,5,5,6,8,3,1,0,0,0,,,
2019-04,27,13,14,17,2,16,21,3,1,6,19,1,0,9,18,57,18,2,0,3,9,2,2,0,1,67,1,7,0,68,14,5,6,6,24,0,0,4,9,7,62,8,34,20,8,7,6,8,12,7,7,6,0,4,0,1,,,
2019-05,27,21,16,22,2,18,33,7,1,3,23,1,0,3,19,51,13,3,1,4,11,1,7,0,0,83,1,10,1,32,18,9,14,1,11,0,2,5,9,4,81,2,16,13,9,12,6,16,9,6,14,11,0,6,332,0,,,
2019-06,27,20,16,12,0,17,20,7,1,5,20,0,0,7,15,61,18,4,0,3,7,0,2,0,3,76,5,11,2,38,18,6,14,11,9,0,0,4,10,5,86,5,29,17,5,2,13,34,14,9,5,9,1,2,471,4,,,
2019-07,27,19,23,7,1,23,35,10,0,12,24,1,0,12,19,75,41,5,0,10,9,2,1,41,6,46,1,9,3,55,24,5,16,3,12,0,0,3,25,5,85,6,18,30,6,10,4,34,20,9,36,13,1,0,629,6,,,
2019-08,27,38,15,8,0,22,27,4,1,5,30,4,1,32,33,77,44,5,0,6,9,3,0,16,1,32,4,9,1,44,20,6,3,5,17,0,2,3,15,7,84,6,39,26,4,3,10,26,11,10,44,1,0,0,880,5,,,
2019-09,27,41,13,11,0,18,29,7,0,12,14,0,1,4,32,60,33,8,2,3,3,0,1,1,0,64,10,10,3,57,14,3,3,5,95,0,0,8,16,10,67,2,15,18,8,3,8,19,15,5,21,3,0,0,768,1,,,
2019-10,27,27,19,7,0,19,17,4,0,3,11,2,1,10,29,52,33,0,0,2,11,1,2,0,1,28,5,8,1,42,10,3,6,4,20,0,2,7,8,6,71,6,31,28,4,2,4,18,20,12,23,2,0,0,170,3,,,
2019-11,27,18,8,4,0,23,18,3,1,5,11,0,3,8,18,49,16,0,1,5,4,3,1,0,6,26,15,4,0,31,27,3,2,5,37,1,0,7,22,10,76,5,14,12,3,3,2,4,9,3,10,4,0,0,10,2,,,
2019-12,27,16,11,3,0,12,17,6,0,13,16,1,3,8,17,43,31,4,1,13,2,4,1,4,5,37,10,9,3,18,13,4,4,4,18,0,3,3,8,5,45,3,18,4,2,0,4,0,4,5,5,2,0,0,0,2,,,
2020-01,27,25,11,8,0,11,13,4,0,2,7,5,10,7,9,52,31,4,1,4,2,1,1,0,7,41,3,26,1,20,10,2,5,0,7,0,2,8,16,9,72,7,26,4,6,0,1,1,5,7,6,4,0,2,0,0,,,
2020-02,27,22,2,3,0,11,14,14,1,4,7,0,5,4,15,51,29,1,0,5,2,2,2,5,5,37,3,6,0,26,12,3,7,1,8,0,0,4,18,1,60,3,19,9,0,2,3,1,8,8,9,0,4,1,0,0,,,
2020-03,27,20,11,4,0,19,20,2,4,2,28,1,5,2,35,55,25,2,1,5,3,1,1,0,1,39,4,10,1,29,20,4,2,0,10,0,0,6,14,6,69,5,19,5,2,0,0,2,15,3,3,2,0,1,0,1,,,
2020-04,27,22,5,16,1,18,12,2,15,3,24,1,1,4,39,58,23,2,0,16,3,1,2,1,1,25,7,8,0,60,10,2,6,1,5,0,1,3,5,5,20,2,24,8,1,4,3,10,7,4,1,7,2,2,0,3,,,
2020-05,27,19,7,25,3,24,15,8,9,7,26,0,0,6,28,93,26,5,1,15,4,2,2,2,0,34,6,12,2,43,32,1,15,1,51,0,0,7,6,12,21,1,17,5,3,2,14,17,9,4,2,19,0,9,32,3,,,
2020-06,27,30,10,5,1,29,19,8,3,9,30,1,0,7,23,104,34,6,1,11,3,1,4,16,0,7,3,4,1,61,16,3,9,1,42,1,0,3,13,10,78,4,14,42,12,8,4,35,13,4,0,4,0,0,47,6,,,
2020-07,27,35,12,12,0,23,21,4,4,14,17,2,0,15,39,96,39,5,1,62,2,4,1,43,4,18,2,10,1,105,34,2,9,4,32,0,1,4,9,7,82,5,14,47,15,14,9,31,14,12,4,1,0,1,406,7,,,
2020-08,27,64,15,2,0,34,26,7,4,5,32,1,0,10,37,106,29,6,1,11,3,2,1,1,3,19,8,4,1,84,28,2,12,3,26,0,1,3,9,2,120,7,47,86,36,2,12,25,19,3,0,0,0,2,535,5,,,
2020-09,27,72,18,7,1,17,20,7,4,2,14,0,1,8,20,70,35,8,0,4,2,0,4,1,3,15,8,11,1,104,25,1,5,0,28,0,1,2,10,7,62,8,28,28,6,3,4,20,7,6,2,0,1,0,464,2,,,
2020-10,27,76,9,8,0,17,32,4,5,5,26,2,1,7,20,65,17,3,0,6,5,1,1,0,1,11,0,11,1,76,17,0,3,1,12,0,0,3,10,6,103,4,25,22,2,9,5,7,3,2,1,1,0,7,275,7,,,
2020-11,27,44,22,3,2,19,21,11,7,6,12,1,4,5,32,45,40,3,1,10,3,1,0,3,1,11,12,3,2,57,15,5,3,1,16,0,0,9,20,11,68,5,31,9,6,1,1,3,7,9,1,3,1,1,354,7,,,
2020-12,27,40,22,5,0,17,25,5,0,10,19,1,0,6,28,73,57,2,3,50,3,1,2,1,1,31,25,5,4,61,13,1,3,6,22,0,0,7,5,5,7,1,16,4,1,1,2,2,8,2,0,2,1,1,0,0,,,
2021-01,27,54,10,1,0,22,26,15,1,1,12,0,3,10,13,67,29,3,5,24,1,5,2,0,7,13,31,4,0,90,15,2,4,2,28,0,0,6,8,2,15,5,17,10,3,0,2,1,8,6,0,0,0,0,0,0,,,
2021-02,27,36,7,2,0,10,42,10,1,4,1,1,0,0,12,45,16,2,2,68,0,8,4,0,3,23,21,5,2,15,26,2,3,2,12,1,1,1,3,0,45,6,17,0,0,0,2,2,8,1,0,0,0,1,0,0,,,
2021-03,27,58,11,6,0,30,28,6,3,4,35,1,0,18,32,97,26,5,2,21,5,1,9,3,3,76,24,3,0,88,35,2,3,3,14,0,1,5,8,22,76,11,16,7,1,2,7,5,15,5,1,0,1,2,0,1,,,
2021-04,27,71,4,4,0,19,27,5,2,4,26,0,0,11,23,58,33,3,2,4,1,1,3,5,3,23,6,6,0,98,35,2,1,7,24,0,0,1,12,5,33,6,18,19,3,14,9,5,13,11,4,0,0,1,0,0,,,
2021-05,27,49,5,9,0,20,26,8,7,4,30,0,5,15,19,60,40,1,0,6,0,0,4,0,3,18,18,11,2,93,28,1,7,2,28,0,1,6,9,11,28,5,18,13,5,11,8,22,10,22,0,2,0,3,17,5,,,
2021-06,27,49,5,11,2,20,22,12,4,4,32,1,0,11,39,74,51,12,1,6,2,1,2,7,6,24,10,7,1,112,33,6,9,2,12,0,0,7,9,11,42,7,40,18,10,10,11,50,18,6,2,8,0,5,572,2,,,
2021-07,27,84,8,2,0,17,30,9,0,6,22,0,0,9,26,73,30,6,0,15,0,2,2,63,6,35,12,7,1,94,27,4,15,3,25,0,0,5,14,20,46,7,48,31,14,3,10,24,7,5,11,3,1,2,338,6,,,
2021-08,27,63,5,10,1,19,17,14,1,4,36,0,0,13,51,58,47,6,0,5,5,0,5,9,4,28,6,11,3,96,24,7,4,3,52,0,4,6,14,8,66,6,33,42,25,7,5,32,17,11,10,1,0,2,74,5,,,
2021-09,27,55,9,1,1,17,31,4,2,11,21,1,1,8,24,58,23,4,2,5,1,2,6,4,2,27,2,7,1,90,33,2,3,3,21,1,1,11,8,12,70,12,15,25,7,1,10,32,11,2,2,3,1,1,114,1,,,
2021-10,27,47,4,4,1,16,26,8,0,4,16,0,3,11,21,45,28,6,1,3,6,2,2,3,3,38,3,10,2,90,10,1,10,1,45,0,1,9,8,7,82,18,42,20,9,1,10,21,5,5,2,9,1,4,0,1,,,
2021-11,27,56,6,5,0,13,19,8,1,4,9,1,7,4,17,35,58,7,0,10,7,0,10,0,9,34,4,4,1,77,18,0,2,2,18,0,0,3,8,6,71,12,53,12,3,2,2,9,12,0,0,0,0,4,0,3,,,
2021-12,27,42,4,1,0,20,21,13,2,8,5,3,7,7,27,64,40,10,3,17,1,0,2,0,2,25,12,11,1,49,8,2,3,1,11,2,1,0,11,6,62,5,22,7,9,9,3,3,6,5,3,7,1,0,0,3,,,
2022-01,27,29,2,1,0,11,36,29,2,8,1,0,7,14,12,33,72,4,0,4,0,3,11,2,8,19,9,2,0,32,4,1,4,2,30,0,6,8,12,3,17,2,14,3,2,0,0,0,8,3,0,1,0,4,0,1,,,
2022-02,27,56,0,0,0,13,15,12,1,10,5,1,1,5,18,47,61,1,2,2,2,6,6,0,1,37,5,4,0,22,8,1,2,1,12,0,2,2,11,2,55,5,21,2,0,5,2,0,6,1,3,6,0,0,0,0,,,
2022-03,27,51,1,5,0,11,15,7,2,13,25,0,1,3,33,65,83,4,0,2,3,3,3,1,2,72,2,4,1,44,30,4,3,3,20,0,0,3,10,11,61,5,44,13,1,13,9,0,11,7,3,10,0,7,0,1,,,
2022-04,27,67,7,17,4,9,22,10,0,10,20,1,0,6,34,33,23,8,0,1,4,5,2,6,3,77,2,5,0,61,17,3,6,3,7,1,6,17,8,9,21,8,31,11,13,7,10,7,12,7,1,6,1,1,5,3,,,
2022-05,27,28,5,11,1,14,17,9,1,8,26,0,0,15,34,50,36,13,0,7,2,0,7,1,5,56,5,12,0,60,15,3,3,5,4,0,0,4,11,3,52,11,55,10,2,7,3,17,7,3,1,10,0,2,29,7,,,
2022-06,27,43,3,10,0,21,26,10,3,13,38,1,0,6,25,68,70,14,0,3,4,3,5,24,4,86,6,12,1,54,24,7,11,8,10,1,0,5,12,9,53,15,21,20,17,8,12,27,18,1,4,6,0,1,70,8,,,
2022-07,27,53,4,12,1,18,21,10,1,4,19,3,0,11,28,52,25,12,1,8,2,1,3,9,0,27,7,10,0,44,20,4,6,5,2,1,0,7,11,4,90,5,3,36,11,3,15,26,18,7,4,6,0,7,26,4,,,
2022-08,27,54,3,6,1,20,19,4,0,4,68,0,1,12,36,50,56,5,1,7,3,4,4,5,2,18,7,10,0,74,19,3,7,1,8,0,0,3,12,7,62,5,23,51,13,134,11,39,19,3,2,4,0,1,25,9,,,
2022-09,27,30,7,2,0,15,22,11,2,7,11,2,0,17,23,37,29,6,2,5,3,1,4,5,1,11,5,10,0,47,19,9,3,3,4,0,1,8,17,14,48,2,10,20,9,3,13,24,3,5,8,6,0,4,20,7,,,
2022-10,27,41,3,3,0,13,11,3,0,5,10,0,4,11,27,39,18,3,0,3,2,2,7,1,2,12,4,7,2,36,9,2,4,4,9,0,0,5,11,3,36,6,19,13,6,24,10,12,6,13,0,2,0,2,10,3,,,
2022-11,27,30,2,1,1,10,13,5,1,6,16,1,1,6,10,44,22,1,1,10,5,4,2,4,3,7,5,7,0,29,8,1,1,1,5,0,1,3,18,5,30,7,17,16,14,6,13,3,10,6,3,0,0,1,0,1,,,
2022-12,27,27,2,0,0,15,17,19,0,8,2,1,0,1,16,41,23,1,2,7,3,8,1,0,1,15,3,1,2,26,4,3,2,0,2,0,0,5,17,3,20,5,12,3,1,10,4,2,4,4,3,2,0,3,0,1,,,
2023-01,27,42,1,7,0,24,18,11,1,4,19,0,0,6,23,38,39,1,2,2,3,1,4,0,4,74,7,9,0,26,13,0,2,2,5,2,2,11,24,4,28,6,26,6,1,2,8,0,10,8,0,1,1,2,0,0,,,
2023-02,27,37,8,6,0,7,11,12,4,6,15,1,0,6,17,21,36,4,0,6,1,6,5,0,3,52,1,8,0,25,22,1,10,1,5,0,0,4,18,6,21,4,33,8,3,2,5,1,4,8,0,9,1,2,0,2,,,
2023-03,27,47,6,5,1,13,13,11,1,8,22,0,3,6,18,40,73,2,2,4,1,0,1,2,2,61,1,6,0,28,22,2,3,6,4,0,0,4,21,8,15,3,31,20,2,9,12,0,4,13,5,5,0,1,0,2,,,
2023-04,27,23,3,7,2,18,25,10,1,3,34,0,0,7,30,38,11,1,1,9,4,1,1,0,4,35,1,10,0,20,19,8,5,2,7,0,0,1,11,9,22,6,28,10,12,8,8,3,7,5,0,4,0,1,0,2,,,
2023-05,27,95,2,14,0,24,22,11,0,11,17,0,0,13,24,49,56,5,1,7,4,3,7,1,6,51,1,6,1,27,7,4,1,3,2,0,3,3,15,8,44,5,39,30,0,9,10,28,14,4,0,3,0,2,27,4,,,
2023-06,27,47,3,3,1,15,16,10,1,2,16,2,1,7,24,42,45,4,1,8,1,2,11,10,1,31,4,12,0,25,15,4,5,5,7,0,0,5,17,8,27,1,34,23,20,308,17,4,13,12,2,2,0,0,19,10,,,
2023-07,27,14,4,10,1,12,28,20,0,3,18,0,1,11,15,44,67,6,0,10,0,1,8,10,5,31,5,9,1,39,6,5,8,21,6,0,1,1,11,11,40,2,19,29,18,34,8,2,12,8,3,26,1,105,34,14,,,
2023-08,27,31,3,14,0,12,31,6,2,6,19,1,0,11,29,37,97,7,1,8,3,1,8,14,2,28,2,11,0,55,10,8,6,23,21,0,0,2,15,10,31,2,33,36,10,7,14,14,9,6,10,6,0,9,41,6,,,
2023-09,27,25,5,9,0,22,22,5,0,7,34,1,1,14,34,65,33,5,1,8,3,5,5,10,4,15,5,5,2,37,8,3,5,16,2,0,2,5,18,12,36,7,26,39,6,13,14,53,6,12,3,10,0,5,26,5,,,
2023-10,27,45,6,10,0,23,14,14,2,7,27,0,0,12,12,41,36,5,0,10,2,5,10,8,3,24,2,9,0,32,7,9,12,41,23,0,1,6,16,9,20,8,26,27,6,69,12,74,9,12,6,4,0,2,59,5,,,
2023-11,27,36,6,6,0,22,13,10,2,4,42,0,1,5,21,62,71,8,3,45,3,0,2,1,7,17,2,10,1,22,19,1,1,60,35,0,0,3,15,8,34,3,24,12,1,10,6,45,4,5,2,3,0,5,119,2,,,
2023-12,27,35,6,12,0,16,11,9,0,3,14,2,5,3,11,48,52,3,1,13,0,3,2,3,2,25,1,6,1,12,14,6,3,33,26,0,0,10,14,6,32,4,11,4,5,6,7,55,0,4,1,6,0,1,0,1,,,
2024-01,27,24,2,3,1,15,30,23,1,20,4,2,1,4,19,41,36,4,0,25,2,11,1,8,1,79,4,3,1,14,9,1,4,1,13,0,0,3,14,4,28,0,32,8,6,3,2,57,3,6,4,8,0,13,0,0,,,
2024-02,27,27,7,2,0,7,14,12,0,14,28,0,1,5,14,37,40,6,1,19,3,1,1,4,1,137,1,14,2,11,11,1,10,4,21,0,3,4,13,11,28,2,34,11,0,17,4,10,3,8,3,2,0,2,0,5,,,
2024-03,27,24,7,10,1,21,17,4,0,7,12,0,0,6,22,51,33,7,2,3,2,5,1,1,0,37,2,7,1,22,14,1,6,31,46,2,2,12,9,7,38,3,27,11,3,12,9,4,20,7,6,12,0,7,0,1,,,
2024-04,27,31,1,8,0,25,15,7,3,5,23,1,1,11,27,61,56,9,2,12,3,2,5,0,7,57,2,13,2,26,8,2,11,30,55,2,6,13,22,5,47,4,23,9,2,8,4,3,6,4,5,22,0,5,2,5,,,
2024-05,27,290,6,10,0,26,14,9,2,8,26,0,0,8,19,76,9,4,2,8,0,0,6,4,9,41,2,9,2,69,13,4,8,12,17,2,3,3,31,9,20,1,29,23,13,13,17,19,7,9,1,14,1,4,44,5,,,
2024-06,27,74,9,10,0,20,33,3,3,5,24,2,0,10,9,79,34,4,0,12,4,1,7,30,4,24,11,9,1,19,12,1,8,19,5,0,0,3,17,6,25,2,17,29,12,11,13,23,15,4,3,12,0,4,39,6,,,
2024-07,27,34,4,6,1,25,25,15,3,3,37,0,0,27,31,65,58,8,3,16,6,3,4,24,1,38,10,14,1,23,17,8,7,41,47,1,1,5,8,21,33,5,37,76,65,5,24,0,9,3,6,2,1,0,35,8,,,
2024-08,27,29,5,4,0,33,31,16,2,6,16,4,0,13,25,59,89,8,1,12,2,0,3,56,2,12,0,9,0,18,16,3,5,23,24,1,1,10,9,2,30,3,40,54,13,18,10,25,11,9,4,6,2,1,41,6,,,
2024-09,27,48,6,6,1,26,25,9,7,3,21,0,2,22,24,54,78,7,1,3,1,4,7,0,2,11,0,11,1,40,23,5,2,12,6,0,1,7,16,9,40,2,28,20,15,8,10,0,11,5,1,2,0,2,28,7,,,
2024-10,27,45,5,6,0,15,26,6,0,5,12,0,0,12,22,51,85,2,2,2,7,1,9,4,2,19,3,6,1,20,15,1,4,43,24,0,0,6,18,18,21,6,27,25,8,16,13,26,4,9,4,0,0,5,42,8,,,
2024-11,27,38,15,5,0,13,13,6,1,11,7,0,0,14,19,29,51,4,0,2,4,1,6,1,1,1,2,9,1,15,3,0,0,3,4,0,0,4,17,3,29,0,34,4,5,23,1,10,3,8,3,1,0,1,0,4,,,
2024-12,27,43,3,3,0,24,11,10,0,9,7,0,1,7,19,46,41,6,2,9,3,9,6,4,2,5,2,11,2,15,21,1,0,56,17,0,0,11,11,36,30,3,49,7,1,0,5,0,4,5,2,3,0,2,0,2,,,
2025-01,27,38,6,2,0,18,20,24,4,25,3,0,1,3,18,43,34,0,0,14,0,19,4,0,1,18,9,11,2,7,12,0,3,7,14,0,3,2,15,10,13,2,30,5,3,7,2,2,3,3,3,12,0,2,0,0,,,
2025-02,27,20,7,5,0,16,20,15,1,12,26,2,0,9,24,38,34,1,0,4,1,8,4,0,4,35,4,4,1,12,37,2,3,14,29,0,1,10,19,39,24,4,18,3,3,29,3,6,3,6,5,2,0,1,0,1,,,
2025-03,27,33,6,13,1,21,13,11,0,9,19,0,2,7,26,52,58,6,1,6,5,1,3,1,5,28,5,7,1,17,19,2,5,0,17,0,0,3,21,5,20,12,24,9,9,4,6,12,8,2,2,3,1,4,0,4,,,
2025-04,27,48,7,5,1,20,11,7,4,2,18,1,1,45,30,50,36,5,1,8,3,2,5,0,1,23,1,4,1,22,12,4,4,5,15,1,0,3,20,6,21,8,52,12,6,15,13,21,9,3,5,10,0,1,0,6,,,
2025-05,27,64,4,12,0,16,14,6,1,5,12,1,1,15,18,46,77,5,0,7,4,2,4,0,3,32,2,9,0,17,16,4,1,3,10,0,4,6,18,6,56,3,46,27,8,5,10,66,6,3,2,6,2,4,17,8,,,
2025-06,27,64,3,17,0,22,25,15,4,5,25,0,1,28,30,60,54,10,1,14,2,1,3,41,12,39,3,22,1,41,62,1,6,6,29,0,0,0,14,29,51,4,39,28,19,2,12,20,8,2,8,11,1,2,55,10,,,
2025-07,27,46,4,8,2,25,36,9,5,3,41,0,0,19,36,69,49,5,2,23,0,4,5,55,4,49,1,14,0,36,27,3,7,3,11,0,0,2,21,18,31,2,41,27,30,21,23,66,11,6,7,21,0,7,67,7,,,
2025-08,27,59,5,9,2,17,21,5,2,14,11,1,0,16,24,55,36,4,2,12,2,0,2,8,3,14,3,14,4,22,38,3,2,7,20,1,0,1,18,71,22,2,66,26,15,36,11,86,5,3,12,15,0,13,40,11,,,
2025-09,27,55,1,4,0,28,24,11,5,10,13,0,1,21,23,71,30,7,2,8,6,1,12,6,3,12,1,10,2,25,52,1,3,5,20,0,0,4,17,51,17,6,39,27,12,9,10,3,13,5,5,2,2,3,36,8,,,
2025-10,27,69,6,4,1,18,29,19,1,7,24,1,0,27,66,58,70,8,2,10,3,2,8,1,3,8,2,5,3,27,15,4,8,4,15,0,0,4,13,10,25,3,86,64,6,8,18,22,9,4,6,3,0,3,6,5,,,
2025-11,27,25,0,5,1,21,10,14,1,5,15,0,1,9,91,46,36,2,4,6,6,2,3,2,4,6,2,8,1,16,7,0,3,2,2,1,2,3,4,2,20,1,32,37,5,25,2,68,3,2,8,0,2,5,0,5,,,
2025-12,27,45,0,0,0,20,29,19,0,8,7,2,0,15,44,45,33,2,0,14,4,4,7,3,5,4,4,8,2,10,11,2,1,1,3,0,0,8,14,1,30,5,48,2,2,7,1,111,3,4,1,4,0,3,0,2,,,
2019-01,28,2,13,6,0,8,32,9,0,0,0,3,0,0,0,0,0,3,0,0,1,0,1,2,0,52,1,0,12,0,0,4,4,39,20,0,0,0,7,0,44,0,27,0,0,2,1,6,0,0,17,3,0,0,0,0,,,
2019-02,28,17,11,6,0,7,21,18,1,3,3,14,0,0,4,13,1,5,0,1,3,5,1,1,0,345,4,1,19,1,7,10,3,13,30,0,6,4,3,3,100,1,27,1,0,0,9,1,2,1,30,1,1,1,0,0,,,
