YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_5,total_volume_area_6,total_volume_area_7,total_volume_area_21,total_volume_area_22
2023-10,21,47,10,20,1,15,11,1,4,2,0,2,2,5,7,32,164,5,1,10,8,3,26,2,8,32,1,3,5,87,8,5,7,8,28,0,0,5,5,5,54,8,53,11,4,2,12,4,0,7,4,3,0,1,2,36,,,,786.0,
2023-11,21,71,11,10,0,19,11,4,2,5,3,0,1,6,11,48,197,5,0,20,6,0,17,1,2,16,1,2,3,65,11,6,3,1,18,1,8,8,6,7,17,8,21,9,4,6,11,14,0,9,9,3,0,1,0,86,,,,804.0,
2023-12,21,61,4,8,1,13,12,3,3,4,1,0,3,22,9,40,173,7,1,5,10,2,4,1,4,28,3,3,2,54,7,5,7,6,30,2,1,6,4,8,16,2,25,7,6,8,6,126,3,0,15,8,4,0,0,18,,,,801.0,
2024-01,21,105,6,9,1,16,23,6,5,14,1,2,3,4,15,33,158,8,1,25,8,10,7,0,5,68,6,1,2,71,4,4,5,11,33,0,2,2,1,4,26,9,54,5,9,0,11,142,1,1,11,19,1,5,0,4,,,,977.0,
2024-02,21,112,9,14,1,18,11,4,3,12,0,0,1,5,9,38,204,5,2,5,13,3,7,0,3,59,1,5,2,44,6,1,4,7,36,4,4,5,13,7,31,9,27,8,5,20,12,176,1,2,7,4,0,1,0,9,,,,989.0,
2024-03,21,139,1,17,2,14,16,6,1,4,4,4,2,6,7,50,195,10,3,8,11,1,11,0,1,65,6,7,2,36,14,3,14,8,49,1,5,11,5,1,39,3,33,5,7,3,6,120,5,7,50,21,1,1,0,16,,,,1057.0,
2024-04,21,132,2,28,5,25,20,5,2,14,1,3,2,4,8,39,273,13,3,6,10,2,13,0,6,66,1,5,5,70,8,5,17,5,37,1,3,5,6,14,47,3,48,20,16,10,22,180,2,5,437,24,0,0,2,43,,,,1723.0,
2024-05,21,122,4,26,0,21,16,3,4,5,4,1,2,17,12,57,182,7,0,5,7,0,18,0,2,42,3,6,3,61,15,3,15,8,36,1,0,7,8,4,55,6,32,99,65,7,32,95,4,6,11,24,0,2,9,62,,,,1236.0,
2024-06,21,120,9,20,1,25,17,2,8,8,1,0,0,21,17,40,179,12,1,9,6,2,12,2,2,87,1,2,0,79,17,4,14,7,30,1,3,4,2,3,46,9,32,68,57,25,42,57,3,2,11,9,0,0,4,46,,,,1179.0,
2024-07,21,113,3,13,2,22,14,2,1,1,1,3,0,14,19,57,200,8,0,2,10,0,17,0,5,56,2,13,2,65,15,5,19,15,39,1,7,3,5,3,52,7,30,144,88,12,24,32,2,1,18,9,1,3,3,50,,,,1233.0,
2024-08,21,88,7,19,0,30,15,6,3,17,3,2,0,18,14,69,454,3,4,6,2,2,16,2,2,59,4,20,8,125,19,3,10,13,76,0,6,9,5,3,24,1,24,25,26,34,19,44,3,5,13,4,0,1,5,42,,,,1412.0,
2024-09,21,87,6,5,0,24,9,4,2,2,1,3,1,22,14,57,243,14,2,7,9,2,24,9,1,45,5,10,1,68,18,4,13,41,57,0,1,5,3,9,34,1,10,28,27,16,16,30,1,0,5,7,0,1,4,44,,,,1052.0,
2024-10,21,61,8,12,2,23,18,1,1,6,3,2,9,24,12,53,249,9,6,6,8,2,21,20,5,51,3,8,1,70,13,8,5,13,44,3,2,4,6,11,10,10,54,21,16,10,43,97,2,7,21,6,9,1,3,46,,,,1159.0,
2024-11,21,72,4,11,2,20,9,1,3,5,3,1,1,13,7,40,309,8,1,2,4,0,9,0,2,60,2,4,2,56,7,2,11,14,29,1,1,4,3,5,55,4,44,15,6,11,5,114,1,1,10,7,0,3,0,48,,,,1052.0,
2024-12,21,74,9,8,0,21,11,3,2,9,0,3,0,2,5,42,161,3,1,9,5,2,12,1,6,32,4,1,5,63,9,0,3,4,24,0,0,14,6,6,15,3,22,3,2,9,7,190,0,0,12,2,0,2,0,30,,,,857.0,
2025-01,21,95,9,15,1,19,13,3,1,20,1,0,0,0,4,36,248,6,0,9,4,16,16,5,4,97,10,3,5,72,4,5,3,6,28,3,1,3,3,0,29,8,22,4,4,0,4,142,1,5,19,15,1,6,0,4,,,,1032.0,
2025-02,21,59,11,17,0,9,6,2,2,15,3,2,0,6,9,31,240,4,0,4,2,2,12,0,6,128,4,0,1,34,3,5,5,7,31,2,3,6,2,0,24,5,27,6,4,141,14,208,0,2,15,5,0,0,0,5,,,,1129.0,
2025-03,21,87,1,47,2,23,10,10,1,18,2,1,3,9,13,46,218,2,1,4,1,8,6,0,0,112,4,4,1,50,14,8,6,4,33,0,2,2,11,5,27,3,26,7,11,26,14,146,2,4,5,8,0,5,0,13,,,,1066.0,
2025-04,21,84,2,48,1,17,18,4,3,4,1,1,2,25,9,49,150,7,0,8,8,0,13,0,1,83,2,7,1,85,16,6,11,5,38,1,5,3,3,4,30,1,33,10,11,59,13,33,1,2,12,13,1,4,0,39,,,,987.0,
2025-05,21,52,1,22,0,29,21,5,6,3,1,2,0,10,31,73,223,4,0,14,18,1,20,1,5,140,8,12,5,73,10,3,9,8,20,0,4,1,1,5,17,4,32,46,43,44,29,2,1,5,5,9,0,0,8,61,,,,1147.0,
2025-06,21,77,8,32,2,20,17,3,2,2,6,3,0,25,29,56,213,8,0,11,9,2,21,11,1,72,7,2,5,114,21,3,12,10,16,0,2,4,5,9,52,4,38,34,26,18,26,12,3,3,14,12,0,2,11,66,,,,1161.0,
2025-07,21,70,5,21,3,18,13,3,4,8,2,1,1,12,19,70,211,9,3,19,8,3,15,0,4,34,9,6,4,120,19,2,13,9,29,0,2,0,6,2,22,0,34,36,22,27,28,2,4,0,34,15,0,6,15,51,,,,1073.0,
2025-08,21,71,5,16,0,27,19,3,7,2,2,1,1,27,23,58,131,13,1,12,5,4,9,2,4,68,5,6,7,105,21,7,16,15,36,0,1,5,8,4,20,1,43,18,25,153,21,12,4,1,58,17,0,5,10,61,,,,1196.0,
2025-09,21,43,3,14,0,27,12,5,10,19,3,7,0,29,21,60,162,9,4,10,6,2,9,11,2,18,6,6,5,133,22,9,11,7,28,2,3,5,5,4,29,2,22,33,26,6,19,4,0,3,46,5,3,0,7,44,,,,981.0,
2025-10,21,45,2,12,0,29,12,6,0,27,1,2,0,10,13,70,203,3,2,12,9,10,7,2,7,29,8,6,2,98,7,6,10,6,32,0,4,3,10,7,19,0,32,17,19,13,18,6,2,2,19,15,0,4,0,36,,,,914.0,
2025-11,21,46,8,3,1,15,14,3,3,11,1,1,2,11,7,41,138,9,0,3,6,1,5,5,1,26,8,3,2,55,5,1,1,5,21,1,0,6,8,7,26,2,39,11,21,12,9,3,0,6,22,4,1,0,0,73,,,,713.0,
2025-12,21,67,0,4,0,22,17,10,1,12,0,2,2,10,10,38,161,11,0,9,3,1,4,0,2,46,12,0,4,61,7,0,2,5,27,2,2,5,0,2,32,4,31,4,1,1,8,6,0,1,16,7,0,3,0,14,,,,689.0,
2019-01,22,11,37,11,0,32,42,5,0,1,0,4,0,0,0,0,0,2,4,0,0,0,4,0,1,19,0,0,3,0,1,8,6,82,35,0,0,0,2,0,15,1,5,0,0,10,6,14,3,0,74,1,2,0,0,0,,,,,441.0
2019-02,22,31,29,20,2,31,43,12,2,3,0,4,0,1,3,51,6,2,3,4,7,0,4,0,4,247,2,4,6,3,7,17,31,9,32,1,0,1,3,2,140,3,9,1,0,61,16,22,4,1,119,6,3,0,0,0,,,,,1012.0
2019-03,22,75,29,72,1,45,40,8,1,28,7,11,0,13,15,72,133,37,2,6,14,18,10,4,14,376,46,3,9,122,45,17,20,14,72,1,5,5,4,9,136,8,44,19,5,17,19,35,3,1,120,10,1,1,0,14,,,,,1836.0
2019-04,22,67,57,63,4,45,75,2,5,16,5,6,0,16,11,76,162,32,2,20,14,9,15,3,4,264,16,4,8,117,27,20,47,23,93,1,4,9,15,8,113,9,48,16,24,38,32,44,12,2,65,39,1,6,0,37,,,,,1851.0
2019-05,22,58,45,70,4,43,49,4,2,11,4,7,56,12,20,79,337,30,1,11,13,10,9,1,6,290,25,8,6,171,39,18,70,16,88,1,11,11,15,10,214,11,57,22,17,38,52,98,10,14,31,42,0,4,14,36,,,,,2321.0
2019-06,22,40,35,88,7,43,35,4,1,21,6,6,1,19,21,93,413,32,3,10,18,4,12,4,3,225,43,18,7,210,59,14,72,23,57,5,4,11,10,13,210,8,113,64,46,31,39,146,6,7,26,50,1,4,27,63,,,,,2531.0
2019-07,22,52,42,68,6,40,38,4,3,19,7,7,0,28,27,93,777,21,6,13,14,10,12,67,5,200,67,13,7,324,46,22,47,15,71,4,6,17,19,9,204,10,124,44,39,31,56,181,13,15,324,37,2,3,21,43,,,,,3373.0
2019-08,22,65,53,66,7,48,39,6,5,16,8,5,6,45,37,130,530,26,4,10,25,4,24,10,3,178,59,14,13,280,56,9,33,32,71,2,4,9,19,8,137,4,97,34,20,38,46,155,13,6,262,22,2,6,33,54,,,,,2888.0
2019-09,22,51,68,96,2,41,30,3,7,14,3,3,4,30,24,109,475,25,1,10,26,6,14,17,7,127,25,14,14,251,33,19,20,23,144,5,30,11,13,4,161,7,68,26,23,64,32,105,11,7,104,16,1,4,19,26,,,,,2473.0
2019-10,22,51,54,63,5,41,44,2,4,21,4,1,8,36,22,64,457,28,5,7,22,5,12,0,9,96,22,11,8,211,35,25,28,19,126,3,6,12,13,3,274,14,47,20,42,17,31,97,8,9,69,19,3,6,6,51,,,,,2296.0
2019-11,22,48,48,49,3,39,32,3,2,9,2,7,5,17,17,65,524,26,2,14,15,2,8,1,9,91,40,8,13,116,24,6,17,6,65,0,18,16,23,16,179,15,24,19,15,9,21,30,5,7,52,4,0,3,0,115,,,,,1904.0
2019-12,22,52,47,44,1,48,31,6,4,22,5,3,2,12,19,82,703,18,1,7,11,4,9,0,16,99,22,5,7,107,36,7,12,10,109,1,10,13,13,16,120,11,38,12,4,18,11,21,2,5,55,15,2,0,0,58,,,,,1986.0
2020-01,22,61,43,47,0,54,29,3,1,12,1,3,9,4,14,71,877,29,0,8,15,4,11,0,18,128,29,8,2,108,20,7,20,14,35,3,5,19,15,5,229,8,91,8,8,35,14,30,5,4,74,31,1,4,0,7,,,,,2281.0
2020-02,22,74,40,33,1,45,21,8,2,10,1,9,8,11,16,50,604,14,2,11,26,2,13,0,10,138,25,7,8,143,28,8,16,10,50,1,14,11,9,8,72,6,89,3,4,34,11,16,6,4,34,12,5,1,0,1,,,,,1785.0
2020-03,22,65,21,44,0,38,24,3,21,7,1,12,9,21,16,73,623,20,1,5,28,4,9,0,6,113,13,4,10,94,31,11,16,11,90,1,5,7,9,11,49,12,27,2,6,12,19,37,3,1,12,16,1,2,0,9,,,,,1685.0
2020-04,22,10,7,65,1,53,25,2,64,9,3,5,0,23,12,78,534,10,2,4,12,1,19,1,12,124,13,5,3,152,13,9,26,16,51,1,9,12,10,17,78,10,39,11,4,14,12,48,4,1,14,34,2,4,0,37,,,,,1725.0
2020-05,22,41,14,58,16,49,41,6,47,16,8,3,1,14,35,117,661,13,1,19,21,1,7,2,13,92,46,17,4,251,47,11,90,18,49,1,5,8,20,21,62,10,105,18,9,39,40,90,3,6,12,124,1,49,13,89,,,,,2554.0
2020-06,22,53,12,50,5,79,23,7,29,27,6,2,6,23,26,123,585,17,1,20,9,1,12,8,9,63,106,14,10,238,32,15,38,16,88,0,7,11,10,14,110,6,43,108,87,35,39,209,13,3,13,42,0,11,18,64,,,,,2596.0
2020-07,22,71,19,30,7,92,40,5,46,13,6,4,1,23,20,154,634,25,8,28,19,0,4,94,7,87,70,12,13,295,48,15,31,22,78,6,5,11,5,7,170,3,54,59,42,30,40,146,8,5,20,14,2,4,21,79,,,,,2752.0
2020-08,22,77,11,30,2,91,38,3,35,14,5,6,0,25,28,160,388,25,5,18,25,4,10,10,8,36,33,19,10,227,48,9,19,17,39,2,0,9,13,8,249,38,55,585,431,35,83,176,6,8,21,11,2,4,15,88,,,,,3314.0
2020-09,22,54,11,31,1,66,33,3,30,22,5,5,2,40,22,115,718,28,1,16,15,6,7,3,13,42,25,15,7,229,49,14,13,20,213,7,4,11,14,10,132,9,49,75,92,18,34,117,12,2,43,14,2,3,24,44,,,,,2590.0
2020-10,22,93,10,35,10,60,25,10,29,31,3,5,1,21,15,103,274,21,1,10,20,7,4,7,7,34,30,14,2,179,31,7,13,9,51,4,2,10,11,14,125,5,41,24,34,43,33,70,4,7,17,8,0,11,0,61,,,,,1696.0
2020-11,22,48,10,20,3,79,23,5,39,24,6,7,2,19,17,78,390,29,2,12,15,1,5,1,8,28,40,7,5,146,32,1,18,5,79,2,5,6,5,9,65,16,79,12,23,3,15,36,2,0,11,12,2,3,0,183,,,,,1693.0
2020-12,22,54,15,21,1,56,24,10,32,12,2,2,3,18,10,70,1423,10,1,14,13,3,17,2,11,66,25,3,2,121,28,5,8,15,39,4,5,12,6,7,56,4,70,14,12,18,15,21,4,2,18,3,1,2,0,48,,,,,2458.0
2021-01,22,57,7,49,0,66,23,4,20,11,0,0,1,11,7,85,314,22,1,15,19,5,11,3,4,123,58,3,3,101,23,7,5,8,65,3,3,8,14,3,20,8,42,22,2,6,7,14,3,3,12,9,1,1,0,4,,,,,1316.0
2021-02,22,53,4,6,5,35,60,15,7,15,2,4,0,7,6,48,549,6,0,86,6,14,4,0,8,91,80,5,0,55,55,6,8,4,55,2,3,8,8,5,23,6,52,0,1,3,2,21,5,7,16,5,1,9,0,0,,,,,1476.0
2021-03,22,121,11,48,5,89,34,5,18,12,10,1,1,20,16,142,809,20,2,34,23,1,12,0,3,160,88,9,3,163,61,29,10,20,84,1,8,11,11,20,115,8,209,15,15,20,29,72,5,6,37,7,0,2,0,38,,,,,2693.0
2021-04,22,58,13,42,1,74,33,0,9,12,2,1,0,26,14,117,676,23,3,6,14,4,24,0,5,87,28,12,5,208,41,11,16,23,105,1,8,10,11,8,39,15,110,28,18,39,39,84,6,1,20,6,0,6,0,47,,,,,2189.0
2021-05,22,61,15,24,2,63,42,1,3,9,6,4,0,33,26,94,506,28,2,8,20,8,19,3,7,53,9,22,2,245,61,9,13,16,111,0,16,10,16,9,61,9,82,43,37,70,85,229,6,8,19,15,2,1,20,82,,,,,2345.0
2021-06,22,83,25,30,10,76,34,8,6,31,8,3,0,38,21,92,543,25,6,15,13,10,23,11,5,55,46,7,7,326,64,14,58,20,63,1,3,10,6,10,83,6,125,97,63,20,67,130,7,4,19,63,2,53,25,63,,,,,2633.0
2021-07,22,58,13,33,6,69,43,14,5,22,7,1,0,33,21,136,538,27,5,12,32,5,14,4,3,67,31,12,4,307,58,13,32,22,74,0,8,7,5,6,89,2,78,47,49,23,39,99,7,9,124,22,1,15,23,83,,,,,2457.0
2021-08,22,59,6,28,4,60,28,8,6,31,2,4,0,36,35,100,470,27,7,24,32,9,12,18,4,36,12,14,2,295,49,10,30,20,51,0,6,13,8,6,66,9,63,52,52,69,53,143,8,8,52,19,4,9,18,68,,,,,2255.0
2021-09,22,59,11,37,1,59,52,8,13,29,4,4,0,45,22,97,467,33,6,5,21,2,12,7,3,90,25,14,2,272,52,10,8,21,74,0,4,7,12,8,56,5,79,35,30,14,39,171,10,7,31,7,3,1,8,44,,,,,2136.0
2021-10,22,50,15,41,5,50,54,10,10,14,5,2,0,20,17,79,366,27,7,10,27,7,16,1,8,55,12,7,2,227,43,13,15,20,95,1,4,8,5,8,105,16,41,42,57,34,32,77,9,3,25,28,0,6,0,56,,,,,1887.0
2021-11,22,72,11,41,3,44,19,4,7,24,8,3,1,25,15,72,486,29,4,6,28,5,8,1,3,56,11,9,2,163,32,5,8,6,37,0,2,3,7,9,75,11,68,27,14,25,26,49,4,7,24,3,2,1,0,129,,,,,1734.0
2021-12,22,65,14,24,1,47,32,7,10,17,8,1,0,23,15,86,454,15,3,21,17,2,12,2,5,44,15,3,9,102,20,6,5,8,34,3,1,6,13,7,85,10,45,24,16,37,17,11,3,5,22,8,0,2,0,89,,,,,1531.0
2022-01,22,69,3,2,0,52,28,9,19,39,7,3,0,12,14,59,477,13,4,19,17,31,6,3,10,80,70,0,7,74,29,3,2,15,51,1,0,5,16,2,67,5,65,12,3,10,8,18,6,2,29,5,0,4,0,13,,,,,1498.0
2022-02,22,93,6,18,0,35,43,11,7,25,1,1,1,15,13,39,303,22,1,18,22,5,8,3,9,213,48,7,9,87,35,7,20,8,51,1,2,10,9,3,131,7,72,1,5,34,9,0,12,3,28,15,1,10,0,1,,,,,1538.0
2022-03,22,110,9,58,9,46,38,6,6,11,9,4,0,36,26,95,563,28,2,7,26,6,21,9,5,269,19,5,5,162,50,17,23,21,58,4,1,13,10,12,108,8,80,26,14,69,35,1,9,9,10,27,1,8,0,32,,,,,2236.0
2022-04,22,105,12,94,3,39,41,8,3,25,7,2,0,32,11,65,510,25,3,11,22,10,13,1,9,281,24,6,6,141,31,26,39,23,68,1,2,14,9,15,55,14,55,24,21,47,29,118,9,5,14,42,1,2,3,34,,,,,2210.0
2022-05,22,101,16,73,2,54,35,10,7,19,4,5,1,26,27,87,489,33,2,8,21,2,13,3,13,153,14,9,5,138,43,15,49,21,38,0,6,13,10,14,76,8,204,27,19,78,52,125,5,3,21,42,1,4,12,110,,,,,2366.0
2022-06,22,88,16,51,4,43,43,14,2,11,19,3,0,31,37,81,477,25,0,28,13,2,10,11,6,142,19,11,8,186,29,12,39,19,33,0,7,8,14,14,74,5,93,62,41,46,56,123,9,11,35,29,0,2,36,93,,,,,2271.0
2022-07,22,90,11,26,3,44,39,8,4,8,4,2,0,38,34,83,614,23,3,12,19,9,11,6,5,135,15,13,7,204,44,10,16,13,28,4,26,11,11,7,75,9,63,44,31,31,57,96,7,6,27,16,1,3,16,98,,,,,2220.0
2022-08,22,84,13,17,2,47,48,5,2,15,8,7,0,56,34,81,605,31,3,14,21,13,13,8,5,104,26,23,5,172,52,11,5,10,34,0,6,24,16,2,64,3,68,95,66,36,45,135,9,9,19,14,0,3,28,68,,,,,2284.0
2022-09,22,63,15,30,2,46,34,4,2,24,8,2,0,29,33,87,654,43,5,9,14,5,12,3,8,78,6,14,5,180,40,11,16,15,44,3,6,10,6,10,68,3,82,38,18,49,43,56,10,4,118,16,1,10,7,65,,,,,2164.0
2022-10,22,56,15,40,0,44,29,6,4,7,3,2,1,28,15,58,510,32,0,13,18,8,23,0,3,63,7,15,7,131,21,9,12,9,38,1,4,6,16,5,112,9,58,20,14,67,31,56,3,4,36,8,3,2,8,102,,,,,1792.0
2022-11,22,53,14,20,1,39,35,8,0,22,0,3,0,13,17,66,561,24,1,9,18,10,9,1,1,26,3,8,1,108,15,1,6,9,33,3,0,9,8,12,84,11,40,40,40,26,14,44,8,7,30,10,2,4,1,202,,,,,1730.0
2022-12,22,70,8,21,3,20,31,9,4,51,3,3,1,16,19,44,315,14,6,13,6,16,10,2,6,91,11,3,3,86,18,6,9,7,56,2,4,9,10,4,27,13,47,19,12,21,10,11,2,1,24,21,0,8,0,60,,,,,1286.0
2023-01,22,77,5,49,1,46,22,4,7,42,4,2,0,20,17,74,392,21,4,12,11,6,3,1,12,233,10,10,2,114,32,6,13,12,33,1,0,9,10,9,78,4,79,14,6,16,8,3,6,2,21,34,3,9,0,21,,,,,1630.0
2023-02,22,66,8,46,4,31,29,5,8,17,6,2,4,15,16,56,447,18,2,5,7,2,9,1,5,158,7,7,3,77,38,13,39,15,29,0,1,7,13,8,49,5,100,22,7,29,17,22,7,7,22,58,0,9,0,18,,,,,1596.0
2023-03,22,98,19,85,3,38,36,7,3,14,3,5,3,20,20,60,475,23,0,16,16,3,14,0,7,215,6,9,6,115,35,10,27,20,43,1,1,10,8,11,40,1,73,43,14,29,26,2,6,2,18,37,0,5,0,15,,,,,1796.0
2023-04,22,72,23,47,0,37,35,8,2,14,4,2,0,33,24,70,381,39,3,7,14,3,12,1,3,126,5,8,6,127,18,7,9,17,55,1,1,10,9,13,39,18,83,65,40,70,39,26,2,2,13,20,1,2,0,93,,,,,1759.0
2023-05,22,96,16,51,1,44,37,2,3,14,11,1,0,34,25,92,372,30,5,10,16,0,11,5,5,108,6,8,1,155,39,8,9,23,31,1,2,10,12,20,49,5,53,25,22,45,55,124,6,12,38,18,5,2,14,123,,,,,1910.0
2023-06,22,124,27,35,2,42,30,3,3,23,12,0,0,37,41,95,372,32,3,16,16,6,14,11,3,53,12,19,7,151,48,11,15,18,42,0,0,16,13,10,42,11,69,50,48,108,63,114,8,9,29,10,1,2,14,90,,,,,2030.0
2023-07,22,91,6,35,12,43,57,21,5,18,5,0,1,23,36,79,337,37,5,18,16,2,2,26,3,60,4,14,7,164,58,12,59,34,31,2,20,3,10,8,50,13,58,91,64,40,48,103,9,2,48,86,0,73,25,120,,,,,2194.0
2023-08,22,127,12,26,1,47,57,7,7,10,8,5,0,36,30,102,360,39,6,18,21,4,8,37,6,65,14,16,7,194,46,8,20,33,42,0,6,12,10,7,80,13,75,63,44,39,46,59,20,10,29,31,1,8,31,95,,,,,2098.0
2023-09,22,66,8,47,3,40,37,6,7,18,10,6,0,21,29,97,418,29,1,11,11,2,9,36,6,59,13,13,12,159,37,10,19,33,38,1,4,10,15,15,59,7,57,42,21,31,30,66,10,2,30,16,1,5,18,56,,,,,1807.0
2023-10,22,86,15,38,2,40,40,10,9,6,4,3,2,27,26,76,478,24,4,6,18,2,19,8,8,50,3,13,5,140,31,17,15,24,61,0,0,6,8,12,105,15,54,38,28,17,44,83,9,19,27,21,3,2,5,107,,,,,1913.0
2023-11,22,94,11,16,2,43,24,13,13,31,6,3,0,14,23,85,470,29,3,40,21,9,12,4,4,38,15,6,3,128,20,6,9,14,59,2,14,10,18,21,62,17,61,12,9,15,19,144,2,7,31,8,1,2,0,225,,,,,1948.0
2023-12,22,50,6,18,1,34,24,6,6,17,3,1,1,11,20,50,390,21,1,8,7,4,8,4,4,43,6,10,4,66,27,2,13,11,28,0,2,11,15,11,29,4,47,18,8,16,11,74,3,3,26,16,1,3,0,89,,,,,1292.0
2024-01,22,88,8,19,3,37,27,22,8,30,2,3,0,20,14,58,412,16,2,22,8,16,11,9,7,192,8,1,1,86,31,8,16,17,37,1,3,4,12,10,76,17,58,10,26,9,21,109,3,4,31,47,1,7,0,15,,,,,1703.0
2024-02,22,84,17,42,2,33,31,9,7,13,3,5,1,28,21,55,395,10,2,9,11,6,9,2,6,166,5,13,7,91,24,2,6,33,33,2,0,7,17,11,45,6,53,46,10,30,20,75,3,5,26,5,2,2,0,24,,,,,1570.0
2024-03,22,111,9,56,8,40,27,9,6,13,1,3,1,21,19,69,334,32,3,16,11,3,9,13,6,136,12,9,6,72,19,10,26,22,102,1,1,8,16,13,61,5,63,41,17,33,35,59,8,3,80,66,4,9,0,44,,,,,1801.0
2024-04,22,96,9,65,0,40,42,13,4,14,6,5,0,13,12,74,416,29,5,5,12,3,9,0,4,259,7,14,4,138,25,5,33,16,120,0,7,17,25,21,57,13,77,37,22,35,43,25,4,7,875,51,1,10,3,90,,,,,2917.0
2024-05,22,138,6,47,9,37,47,12,4,25,8,2,1,19,32,63,408,47,3,10,26,5,17,2,5,212,5,17,9,145,47,6,44,26,61,0,3,2,12,14,155,14,100,174,144,42,108,92,6,8,34,84,0,6,29,173,,,,,2745.0
2024-06,22,98,18,50,1,44,29,24,1,14,5,4,0,23,46,69,454,22,4,17,23,0,19,12,3,134,12,13,3,165,30,17,19,29,104,2,7,12,11,6,152,6,72,130,120,31,91,29,4,7,18,38,1,2,22,119,,,,,2386.0
2024-07,22,105,10,49,2,52,41,5,3,17,12,1,0,34,29,109,575,31,6,14,22,3,15,26,5,129,4,16,6,161,69,22,25,26,58,2,14,13,11,21,129,30,42,285,297,84,109,69,10,5,49,37,0,3,37,119,,,,,3048.0
2024-08,22,67,9,24,2,50,39,9,7,18,4,4,0,26,24,86,491,31,8,10,17,2,13,21,6,72,10,16,4,147,38,5,7,30,134,1,6,14,7,16,70,10,46,99,56,29,31,73,8,13,26,20,3,4,26,83,,,,,2072.0
2024-09,22,92,7,38,2,47,32,9,12,21,3,3,4,31,29,97,400,27,10,16,20,5,19,10,7,101,5,24,6,139,38,10,14,7,69,1,6,5,9,5,55,9,67,73,49,28,43,2,5,12,20,24,1,6,14,64,,,,,1852.0
2024-10,22,66,7,30,3,35,45,19,7,25,3,2,7,43,26,93,519,26,5,14,11,7,13,3,2,60,6,26,0,161,30,14,16,21,58,2,10,8,11,17,53,6,99,32,46,34,52,29,8,6,37,17,1,2,1,123,,,,,1997.0
2024-11,22,57,8,32,1,28,28,8,5,8,4,1,1,16,16,68,372,24,4,11,20,18,19,2,4,57,10,6,2,88,27,9,12,17,44,4,2,4,9,27,75,9,83,22,14,17,27,35,6,0,27,22,1,1,0,171,,,,,1583.0
2024-12,22,88,8,10,1,37,32,7,4,25,8,2,0,11,14,60,427,17,3,8,16,2,10,11,3,27,7,3,7,55,26,3,5,8,26,1,5,10,11,9,22,11,86,10,7,23,8,7,4,3,23,11,1,4,0,117,,,,,1344.0
2025-01,22,98,17,22,4,44,29,13,5,66,2,2,2,25,16,56,298,12,6,9,10,44,9,5,8,48,17,5,7,62,17,4,7,12,27,0,7,15,5,6,47,3,122,9,5,12,8,2,1,6,19,34,3,6,0,12,,,,,1330.0
2025-02,22,73,12,25,0,31,33,6,3,37,4,1,1,13,14,72,430,17,1,16,12,10,18,6,12,180,14,5,8,61,19,12,8,10,43,2,6,12,4,6,32,6,86,17,11,53,14,38,3,2,30,16,2,7,0,8,,,,,1562.0
2025-03,22,130,20,81,3,45,31,7,7,26,4,2,2,21,27,76,402,26,5,10,10,5,8,5,3,179,7,5,13,92,42,9,14,18,37,0,1,11,7,5,64,11,104,35,19,25,29,90,3,6,18,30,2,2,0,65,,,,,1899.0
2025-04,22,101,10,80,7,43,29,2,6,25,6,3,1,33,28,84,382,31,8,7,18,1,9,1,5,290,7,21,11,118,36,16,27,16,53,0,6,5,15,19,50,18,60,18,44,66,48,45,4,0,18,67,2,9,0,103,,,,,2112.0
2025-05,22,102,7,66,1,44,58,8,8,23,2,1,3,31,26,98,355,36,4,8,28,4,21,1,10,162,8,23,10,161,34,10,10,17,53,0,0,6,9,9,72,5,74,66,52,54,61,65,8,11,37,18,1,6,13,154,,,,,2154.0
2025-06,22,111,3,59,2,57,34,7,13,15,11,3,2,58,39,118,402,21,4,11,26,5,9,8,4,125,6,17,7,189,52,5,16,28,58,1,9,12,13,14,71,14,62,68,83,93,90,106,11,7,42,37,0,3,33,164,,,,,2458.0
